Customer ID,Age,Annual Income (USD),Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
Cust0001,56.0,37449.15,Male,Dress,Clothing,57.64,Chicago,Xl,Yellow,Fall,5.0,Yes,Standard,Yes,Yes,7.0,Credit Card,Monthly
Cust0002,46.0,86202.12,Female,Shoes,Footwear,57.69,Houston,Xl,Blue,Spring,5.0,No,Express,No,Yes,12.0,Credit Card,Fortnightly
Cust0003,32.0,58895.84,Female,Shoes,Footwear,178.59,Miami,Xl,White,Summer,4.0,No,Standard,Yes,Yes,7.0,Credit Card,Weekly
Cust0005,25.0,64578.89,Male,Bag,Accessories,393.08,Miami,S,Black,Fall,5.0,No,Express,Yes,Yes,6.0,Credit Card,Weekly
Cust0006,38.0,41769.6,Female,Shoes,Footwear,228.96,Los Angeles,Xl,Blue,Summer,4.0,No,Express,Yes,Yes,3.0,Credit Card,Monthly
Cust0007,56.0,68678.4,Male,Shirt,Clothing,137.15,Miami,L,Blue,Winter,5.0,No,Standard,No,No,12.0,Credit Card,Fortnightly
Cust0008,36.0,50779.68,Female,Shirt,Clothing,123.89,New York,S,Red,Spring,5.0,No,Express,No,No,7.0,Apple Pay,Fortnightly
Cust0009,40.0,61963.28,Female,Pants,Clothing,215.22,New York,Xl,Red,Fall,5.0,Yes,Same-Day,Yes,No,4.0,Credit Card,Monthly
Cust0010,28.0,55710.98,Male,Bag,Accessories,86.32,New York,S,Black,Fall,4.0,Yes,Same-Day,No,Yes,4.0,Paypal,Monthly
Cust0013,53.0,110157.32,Male,Dress,Clothing,181.6,Chicago,M,Green,Summer,5.0,No,Same-Day,No,Yes,10.0,Credit Card,Fortnightly
Cust0014,57.0,58462.16,Female,Pants,Clothing,59.65,Miami,M,Green,Summer,5.0,Yes,Same-Day,Yes,No,12.0,Debit Card,Weekly
Cust0015,41.0,91713.84,Female,Jacket,Clothing,298.16,Chicago,S,Blue,Fall,5.0,Yes,Standard,Yes,Yes,9.0,Credit Card,Fortnightly
Cust0016,20.0,23702.93,Female,Shoes,Footwear,80.45,Los Angeles,L,Yellow,Summer,5.0,No,Standard,No,No,0.0,Apple Pay,Monthly
Cust0017,39.0,85596.08,Male,Dress,Clothing,356.0,New York,M,Blue,Spring,5.0,Yes,Same-Day,Yes,Yes,8.0,Credit Card,Weekly
Cust0018,19.0,49415.69,Female,Bag,Accessories,148.9,Miami,Xl,Yellow,Summer,5.0,Yes,Standard,No,No,2.0,Debit Card,Fortnightly
Cust0019,41.0,25567.11,Male,Dress,Clothing,116.01,New York,M,White,Summer,5.0,No,Express,Yes,Yes,5.0,Google Pay,Fortnightly
Cust0021,47.0,99426.8,Male,Pants,Clothing,63.02,Miami,S,Blue,Summer,4.0,Yes,Standard,No,Yes,12.0,Debit Card,Weekly
Cust0022,55.0,65939.09,Male,Jacket,Clothing,218.92,Houston,L,Blue,Winter,4.0,No,Standard,No,Yes,10.0,Paypal,Fortnightly
Cust0023,19.0,38711.46,Male,Dress,Clothing,131.41,Los Angeles,S,Black,Fall,5.0,Yes,Same-Day,No,Yes,3.0,Credit Card,Fortnightly
Cust0024,38.0,62920.3,Male,Shirt,Clothing,165.09,Chicago,M,Blue,Summer,5.0,No,Standard,No,No,10.0,Credit Card,Monthly
Cust0025,50.0,87164.74,Female,Shoes,Footwear,271.36,Chicago,M,Red,Spring,5.0,No,Same-Day,Yes,Yes,13.0,Google Pay,Weekly
Cust0026,29.0,52664.84,Male,Dress,Clothing,208.89,Los Angeles,M,Red,Spring,5.0,Yes,Standard,Yes,Yes,2.0,Credit Card,Weekly
Cust0027,39.0,98355.64,Female,Shirt,Clothing,141.63,Los Angeles,M,Yellow,Fall,4.0,Yes,Express,No,Yes,10.0,Apple Pay,Weekly
Cust0028,61.0,75088.42,Female,Dress,Clothing,228.98,Houston,L,White,Fall,5.0,Yes,Same-Day,Yes,No,14.0,Credit Card,Weekly
Cust0029,42.0,81752.05,Male,Jacket,Clothing,126.93,Chicago,Xl,Black,Summer,4.0,No,Express,No,Yes,11.0,Paypal,Monthly
Cust0030,44.0,66762.46,Male,Pants,Unknown,108.82,Chicago,Xl,Yellow,Winter,5.0,Yes,Same-Day,No,No,9.0,Debit Card,Fortnightly
Cust0031,59.0,60247.88,Male,Jacket,Clothing,147.97,New York,L,Red,Summer,5.0,No,Standard,Yes,Yes,11.0,Google Pay,Fortnightly
Cust0034,32.0,48685.23,Female,Dress,Clothing,177.89,New York,S,White,Winter,5.0,No,Same-Day,No,Yes,4.0,Paypal,Weekly
Cust0035,64.0,75795.5,Male,Pants,Clothing,28.16,Miami,Xl,Black,Winter,5.0,Yes,Same-Day,No,No,15.0,Credit Card,Fortnightly
Cust0036,61.0,111508.02,Male,Jacket,Clothing,592.58,Los Angeles,S,Blue,Summer,4.0,No,Same-Day,No,No,14.0,Debit Card,Fortnightly
Cust0037,20.0,43711.25,Female,Dress,Clothing,48.32,Miami,L,Black,Spring,4.0,No,Same-Day,No,Yes,0.0,Apple Pay,Weekly
Cust0038,54.0,76849.41,Female,Jacket,Clothing,394.7,Miami,M,White,Fall,5.0,Yes,Same-Day,No,No,10.0,Credit Card,Monthly
Cust0039,24.0,47012.14,Male,Dress,Clothing,135.65,New York,S,Yellow,Summer,5.0,No,Express,Yes,No,0.0,Paypal,Fortnightly
Cust0040,38.0,66838.49,Female,Jacket,Clothing,337.09,Houston,M,White,Fall,5.0,No,Same-Day,No,No,7.0,Credit Card,Fortnightly
Cust0041,26.0,24428.13,Female,Shirt,Clothing,41.8,Miami,S,White,Winter,5.0,Yes,Standard,No,No,2.0,Debit Card,Weekly
Cust0044,21.0,31484.87,Female,Pants,Clothing,33.15,New York,S,Red,Spring,5.0,Yes,Same-Day,No,No,4.0,Credit Card,Weekly
Cust0045,42.0,75368.37,Male,Jacket,Clothing,549.98,Houston,S,Yellow,Winter,4.0,Yes,Standard,Yes,Yes,11.0,Apple Pay,Monthly
Cust0046,31.0,80146.56,Male,Shirt,Clothing,187.24,New York,M,Green,Fall,4.0,No,Express,No,Yes,7.0,Credit Card,Monthly
Cust0047,26.0,59903.91,Female,Shoes,Footwear,117.76,Los Angeles,S,Yellow,Fall,5.0,No,Express,Yes,No,5.0,Paypal,Monthly
Cust0048,43.0,70617.99,Male,Shirt,Clothing,110.45,New York,M,Blue,Summer,4.0,Yes,Express,No,Yes,8.0,Credit Card,Fortnightly
Cust0049,19.0,43294.06,Male,Dress,Clothing,119.8,Los Angeles,L,Black,Fall,4.0,No,Standard,Yes,Yes,1.0,Apple Pay,Weekly
Cust0051,45.0,90890.36,Male,Shoes,Footwear,179.56,New York,S,Green,Winter,5.0,No,Standard,Yes,Yes,10.0,Debit Card,Monthly
Cust0052,64.0,85417.3,Female,Pants,Clothing,95.01,Chicago,Xl,Blue,Fall,5.0,Yes,Same-Day,No,Yes,15.0,Credit Card,Fortnightly
Cust0053,24.0,20214.14,Female,Dress,Clothing,85.1,New York,M,Red,Fall,5.0,Yes,Same-Day,No,Yes,1.0,Paypal,Monthly
Cust0054,61.0,92875.08,Male,Shoes,Footwear,404.67,Miami,L,White,Winter,5.0,No,Standard,Yes,Yes,10.0,Credit Card,Monthly
Cust0055,25.0,60077.45,Female,Pants,Clothing,108.48,Miami,L,Yellow,Summer,5.0,Yes,Express,Yes,Yes,1.0,Paypal,Weekly
Cust0056,64.0,61694.24,Female,Pants,Clothing,140.25,Chicago,L,Red,Fall,5.0,Yes,Standard,No,Yes,9.0,Credit Card,Weekly
Cust0057,52.0,100819.55,Female,Bag,Unknown,506.75,Los Angeles,Xl,Blue,Summer,4.0,No,Standard,No,No,10.0,Debit Card,Weekly
Cust0058,31.0,89060.39,Female,Shoes,Footwear,290.01,Chicago,M,Blue,Summer,4.0,Yes,Standard,No,No,6.0,Credit Card,Fortnightly
Cust0059,34.0,57727.99,Female,Shirt,Clothing,130.43,Miami,S,Yellow,Fall,5.0,Yes,Same-Day,No,No,6.0,Credit Card,Weekly
Cust0060,53.0,91205.51,Male,Dress,Clothing,180.27,Chicago,S,Green,Spring,5.0,No,Standard,No,No,15.0,Credit Card,Monthly
Cust0061,57.0,60812.78,Male,Dress,Clothing,169.31,New York,M,Yellow,Summer,5.0,Yes,Same-Day,Yes,No,8.0,Credit Card,Weekly
Cust0063,19.0,43303.36,Female,Shirt,Clothing,70.65,Los Angeles,S,Red,Summer,5.0,Yes,Same-Day,Yes,Yes,0.0,Google Pay,Weekly
Cust0065,59.0,71431.32,Female,Dress,Clothing,166.24,Houston,S,White,Spring,4.0,Yes,Standard,Yes,No,10.0,Debit Card,Weekly
Cust0066,21.0,30223.43,Male,Shirt,Clothing,57.18,Miami,L,Black,Spring,4.0,Yes,Express,Yes,Yes,4.0,Credit Card,Fortnightly
Cust0067,46.0,96974.5,Female,Pants,Clothing,193.58,Miami,S,Green,Winter,4.0,Yes,Express,No,No,7.0,Credit Card,Monthly
Cust0068,35.0,81673.24,Female,Pants,Clothing,63.26,Chicago,Xl,Red,Winter,5.0,Yes,Standard,Yes,Yes,7.0,Paypal,Monthly
Cust0069,43.0,95750.8,Female,Dress,Clothing,52.89,New York,M,Blue,Summer,4.0,No,Standard,Yes,No,13.0,Credit Card,Monthly
Cust0070,61.0,59799.67,Female,Dress,Clothing,99.64,Houston,Xl,White,Winter,4.0,Yes,Standard,Yes,Yes,7.0,Paypal,Weekly
Cust0071,51.0,78253.13,Female,Shirt,Clothing,104.99,New York,M,Yellow,Spring,5.0,Yes,Standard,Yes,No,8.0,Credit Card,Weekly
Cust0072,27.0,40318.54,Female,Shirt,Clothing,40.05,Miami,L,Red,Winter,5.0,Yes,Express,No,Yes,4.0,Google Pay,Fortnightly
Cust0073,53.0,73892.67,Female,Dress,Clothing,46.99,New York,M,Black,Fall,4.0,Yes,Same-Day,Yes,No,7.0,Credit Card,Monthly
Cust0074,31.0,60659.51,Male,Jacket,Clothing,51.35,Houston,S,Black,Fall,4.0,Yes,Standard,No,No,3.0,Paypal,Weekly
Cust0076,65.0,51556.69,Male,Pants,Clothing,40.32,Los Angeles,L,Blue,Spring,5.0,Yes,Standard,No,Yes,8.0,Paypal,Weekly
Cust0077,32.0,68044.09,Female,Pants,Clothing,78.66,New York,M,White,Fall,5.0,Yes,Standard,No,No,2.0,Credit Card,Fortnightly
Cust0078,25.0,75334.57,Female,Jacket,Clothing,187.7,Los Angeles,L,Yellow,Winter,5.0,Yes,Same-Day,No,No,6.0,Paypal,Monthly
Cust0079,31.0,61201.52,Female,Jacket,Clothing,368.41,Miami,S,White,Fall,5.0,No,Standard,Yes,Yes,7.0,Apple Pay,Fortnightly
Cust0080,40.0,112535.92,Female,Shoes,Footwear,549.57,Chicago,Xl,Blue,Fall,5.0,No,Standard,No,Yes,12.0,Credit Card,Monthly
Cust0081,57.0,54524.22,Female,Pants,Clothing,178.32,Chicago,L,Blue,Summer,5.0,No,Same-Day,No,Yes,12.0,Credit Card,Monthly
Cust0082,38.0,50106.91,Female,Shirt,Clothing,107.95,New York,Xl,Black,Winter,5.0,No,Same-Day,Yes,No,5.0,Debit Card,Weekly
Cust0083,33.0,28319.2,Female,Pants,Clothing,57.02,Chicago,Xl,Blue,Winter,4.0,No,Same-Day,No,No,5.0,Credit Card,Weekly
Cust0084,62.0,99920.89,Male,Dress,Clothing,287.88,New York,M,Green,Winter,5.0,Yes,Same-Day,Yes,Yes,16.0,Credit Card,Weekly
Cust0085,35.0,88087.31,Female,Shirt,Clothing,54.71,New York,L,Red,Summer,5.0,Yes,Express,Yes,No,5.0,Credit Card,Weekly
Cust0086,64.0,68888.31,Male,Dress,Clothing,198.32,Los Angeles,Xl,Blue,Winter,4.0,Yes,Express,No,No,15.0,Credit Card,Weekly
Cust0087,41.0,80599.37,Male,Bag,Accessories,608.86,Chicago,Xl,White,Winter,5.0,Yes,Express,Yes,Yes,6.0,Paypal,Monthly
Cust0088,43.0,52490.22,Female,Bag,Accessories,374.01,New York,M,Yellow,Fall,4.0,Yes,Standard,Yes,No,6.0,Paypal,Weekly
Cust0089,42.0,123915.04,Female,Pants,Clothing,64.51,Los Angeles,M,Yellow,Fall,5.0,No,Same-Day,Yes,Yes,13.0,Credit Card,Weekly
Cust0090,62.0,72584.42,Male,Jacket,Unknown,322.74,Houston,S,Yellow,Winter,5.0,No,Same-Day,No,Yes,9.0,Paypal,Fortnightly
Cust0091,58.0,72187.9,Male,Shirt,Clothing,73.48,Los Angeles,Xl,Green,Spring,5.0,Yes,Express,Yes,No,10.0,Paypal,Fortnightly
Cust0092,46.0,103144.17,Female,Bag,Accessories,510.39,Los Angeles,S,White,Spring,5.0,Yes,Standard,Yes,No,13.0,Debit Card,Monthly
Cust0093,32.0,62215.14,Female,Shoes,Footwear,163.4,New York,Xl,Green,Winter,4.0,Yes,Standard,Yes,Yes,3.0,Debit Card,Monthly
Cust0094,62.0,74477.68,Male,Pants,Clothing,105.09,Miami,S,Blue,Spring,5.0,No,Standard,No,Yes,11.0,Credit Card,Fortnightly
Cust0095,18.0,27095.26,Female,Pants,Clothing,28.31,Miami,M,Red,Summer,5.0,No,Express,Yes,Yes,0.0,Paypal,Fortnightly
Cust0096,42.0,84429.37,Female,Jacket,Clothing,296.16,Miami,L,Yellow,Fall,5.0,Yes,Standard,No,No,11.0,Paypal,Weekly
Cust0097,24.0,53820.24,Female,Jacket,Clothing,263.57,Los Angeles,M,White,Summer,5.0,No,Standard,Yes,Yes,5.0,Credit Card,Weekly
Cust0098,26.0,75181.3,Male,Pants,Clothing,169.14,New York,S,Yellow,Fall,5.0,Yes,Standard,No,Yes,8.0,Paypal,Monthly
Cust0099,41.0,106863.73,Male,Shoes,Footwear,529.1,Chicago,S,Green,Spring,5.0,No,Same-Day,No,Yes,10.0,Credit Card,Fortnightly
Cust0100,18.0,29887.84,Male,Shirt,Clothing,51.47,Los Angeles,L,Black,Spring,4.0,No,Express,No,Yes,0.0,Credit Card,Monthly
Cust0101,61.0,50207.9,Female,Dress,Clothing,84.36,Los Angeles,Xl,Blue,Winter,5.0,Yes,Same-Day,Yes,No,9.0,Debit Card,Weekly
Cust0102,25.0,53113.2,Female,Shirt,Clothing,92.87,New York,S,Red,Spring,5.0,No,Same-Day,Yes,No,6.0,Paypal,Monthly
Cust0103,41.0,76114.5,Male,Dress,Clothing,135.7,Houston,S,Blue,Spring,5.0,No,Express,Yes,Yes,8.0,Debit Card,Monthly
Cust0104,28.0,71412.87,Male,Dress,Clothing,133.46,Los Angeles,S,Black,Winter,4.0,Yes,Same-Day,No,No,8.0,Debit Card,Monthly
Cust0106,25.0,77943.25,Female,Jacket,Clothing,180.68,Houston,M,Black,Fall,5.0,Yes,Standard,Yes,No,2.0,Debit Card,Monthly
Cust0107,52.0,81049.8,Male,Shoes,Footwear,60.4,Miami,S,Blue,Spring,5.0,No,Standard,No,Yes,11.0,Debit Card,Weekly
Cust0108,52.0,74327.97,Male,Shirt,Clothing,101.27,New York,L,Green,Fall,5.0,Yes,Standard,Yes,No,7.0,Credit Card,Fortnightly
Cust0109,50.0,59697.39,Female,Pants,Clothing,199.57,Houston,S,Blue,Fall,5.0,Yes,Express,Yes,No,9.0,Credit Card,Monthly
Cust0110,22.0,20000.0,Female,Shirt,Clothing,28.65,New York,Xl,Blue,Summer,5.0,No,Same-Day,No,Yes,0.0,Credit Card,Monthly
Cust0111,59.0,86463.41,Female,Shoes,Footwear,47.24,Miami,L,Blue,Spring,5.0,No,Same-Day,No,Yes,12.0,Debit Card,Weekly
Cust0112,56.0,71466.36,Male,Shirt,Clothing,81.51,New York,S,White,Spring,4.0,Yes,Standard,Yes,No,8.0,Debit Card,Monthly
Cust0113,58.0,44200.78,Female,Pants,Clothing,77.12,Los Angeles,L,Black,Summer,5.0,No,Standard,No,No,9.0,Credit Card,Weekly
Cust0114,45.0,52623.03,Female,Shoes,Footwear,202.85,Houston,S,Black,Fall,4.0,No,Same-Day,Yes,Yes,8.0,Debit Card,Monthly
Cust0115,24.0,31642.15,Male,Shirt,Clothing,41.43,New York,M,Yellow,Spring,5.0,No,Express,Yes,Yes,1.0,Credit Card,Fortnightly
Cust0116,26.0,80035.32,Female,Bag,Accessories,352.33,Chicago,S,Black,Fall,5.0,Yes,Same-Day,Yes,Yes,5.0,Credit Card,Fortnightly
Cust0117,25.0,51106.13,Male,Dress,Clothing,88.44,New York,L,Yellow,Summer,5.0,Yes,Standard,Yes,Yes,4.0,Google Pay,Fortnightly
Cust0121,65.0,20000.0,Female,Dress,Clothing,89.19,Houston,S,Blue,Winter,4.0,Yes,Express,Yes,No,9.0,Debit Card,Fortnightly
Cust0122,40.0,73914.1,Female,Shirt,Clothing,68.0,Los Angeles,M,Green,Fall,5.0,Yes,Express,No,No,10.0,Paypal,Weekly
Cust0123,41.0,70381.31,Female,Shirt,Clothing,70.74,Los Angeles,S,White,Fall,4.0,No,Standard,No,Yes,6.0,Credit Card,Weekly
Cust0124,54.0,102405.16,Female,Jacket,Clothing,359.41,Miami,Xl,Black,Winter,5.0,No,Same-Day,Yes,Yes,10.0,Credit Card,Fortnightly
Cust0125,52.0,131223.9,Male,Shoes,Footwear,248.17,Miami,L,Yellow,Winter,4.0,No,Standard,No,No,12.0,Credit Card,Fortnightly
Cust0126,61.0,92531.3,Male,Shirt,Clothing,77.42,Houston,Xl,Blue,Winter,4.0,No,Same-Day,No,No,12.0,Paypal,Monthly
Cust0128,39.0,52869.48,Male,Jacket,Clothing,58.73,Miami,M,Red,Spring,5.0,No,Standard,Yes,No,6.0,Debit Card,Weekly
Cust0129,44.0,126467.2,Female,Bag,Accessories,787.53,Los Angeles,L,Green,Fall,5.0,No,Same-Day,Yes,No,11.0,Credit Card,Weekly
Cust0130,52.0,86480.46,Male,Jacket,Clothing,281.04,Miami,S,Black,Fall,4.0,Yes,Same-Day,Yes,Yes,8.0,Credit Card,Weekly
Cust0131,18.0,35139.29,Male,Pants,Clothing,49.84,New York,S,Red,Summer,5.0,Yes,Standard,Yes,Yes,2.0,Credit Card,Weekly
Cust0132,52.0,84396.87,Male,Shirt,Clothing,58.34,Chicago,S,Green,Spring,4.0,No,Same-Day,Yes,Yes,10.0,Apple Pay,Weekly
Cust0133,54.0,89952.12,Female,Pants,Clothing,152.0,New York,L,White,Fall,5.0,Yes,Standard,Yes,No,8.0,Credit Card,Weekly
Cust0135,31.0,46395.07,Female,Shirt,Clothing,114.98,Chicago,S,Green,Winter,5.0,No,Standard,Yes,Yes,7.0,Google Pay,Weekly
Cust0136,20.0,29531.41,Male,Jacket,Clothing,158.21,Chicago,S,Green,Spring,5.0,Yes,Standard,No,Yes,4.0,Debit Card,Weekly
Cust0139,43.0,60743.08,Male,Pants,Clothing,72.92,Los Angeles,L,Yellow,Fall,5.0,Yes,Same-Day,No,Yes,8.0,Debit Card,Fortnightly
Cust0140,31.0,56596.45,Male,Shirt,Clothing,32.93,Miami,Xl,Green,Fall,5.0,No,Standard,No,Yes,7.0,Debit Card,Monthly
Cust0141,56.0,64900.46,Female,Dress,Clothing,215.93,Houston,L,Blue,Fall,5.0,No,Express,No,No,7.0,Debit Card,Monthly
Cust0142,44.0,105079.86,Female,Dress,Clothing,97.95,Miami,M,Blue,Spring,4.0,No,Standard,Yes,No,13.0,Credit Card,Monthly
Cust0144,32.0,71372.6,Male,Pants,Clothing,165.33,Miami,M,Black,Summer,5.0,No,Standard,No,No,8.0,Paypal,Weekly
Cust0145,32.0,73691.28,Male,Pants,Clothing,99.19,Los Angeles,M,Red,Spring,5.0,No,Standard,Yes,Yes,3.0,Debit Card,Monthly
Cust0146,43.0,33532.2,Male,Jacket,Clothing,118.19,Houston,L,Red,Fall,5.0,No,Express,No,Yes,8.0,Debit Card,Monthly
Cust0147,59.0,63146.25,Female,Shoes,Footwear,283.57,New York,Xl,Green,Summer,4.0,Yes,Express,No,No,12.0,Credit Card,Fortnightly
Cust0148,30.0,49428.39,Male,Dress,Clothing,41.27,Houston,S,White,Fall,5.0,No,Same-Day,No,No,6.0,Credit Card,Fortnightly
Cust0149,49.0,49812.21,Female,Shirt,Clothing,16.05,Los Angeles,S,Green,Fall,5.0,No,Same-Day,No,No,11.0,Paypal,Fortnightly
Cust0150,56.0,54443.67,Male,Dress,Clothing,119.37,Houston,L,Red,Spring,4.0,No,Express,No,Yes,10.0,Debit Card,Weekly
Cust0151,49.0,57235.6,Female,Shirt,Clothing,163.04,Miami,L,Blue,Fall,5.0,Yes,Same-Day,Yes,Yes,10.0,Google Pay,Weekly
Cust0152,21.0,52522.7,Male,Shoes,Footwear,84.04,Miami,M,Black,Summer,5.0,No,Express,No,Yes,3.0,Paypal,Weekly
Cust0154,54.0,116788.88,Female,Shirt,Clothing,87.19,Chicago,M,Blue,Winter,4.0,Yes,Standard,No,Yes,13.0,Paypal,Monthly
Cust0155,40.0,89433.44,Male,Jacket,Clothing,337.77,Miami,Xl,Black,Fall,4.0,Yes,Same-Day,Yes,Yes,5.0,Credit Card,Fortnightly
Cust0156,56.0,47418.96,Male,Shoes,Footwear,128.94,New York,L,White,Spring,5.0,No,Standard,Yes,Yes,10.0,Credit Card,Weekly
Cust0157,62.0,59509.59,Male,Shirt,Clothing,37.19,Los Angeles,S,White,Summer,4.0,No,Standard,Yes,Yes,8.0,Credit Card,Fortnightly
Cust0158,32.0,62340.62,Female,Shoes,Footwear,96.51,Houston,S,Red,Spring,4.0,No,Same-Day,No,No,8.0,Credit Card,Monthly
Cust0159,60.0,45557.44,Male,Shirt,Clothing,101.48,Houston,L,Blue,Winter,5.0,Yes,Express,No,No,13.0,Debit Card,Weekly
Cust0160,46.0,102824.96,Male,Bag,Accessories,797.28,New York,M,White,Fall,5.0,Yes,Standard,No,No,8.0,Debit Card,Monthly
Cust0161,53.0,78991.87,Female,Jacket,Clothing,161.5,Miami,S,Yellow,Spring,4.0,No,Standard,No,Yes,10.0,Debit Card,Monthly
Cust0162,30.0,49377.69,Female,Bag,Accessories,97.79,Los Angeles,M,White,Spring,4.0,Yes,Same-Day,No,Yes,5.0,Debit Card,Weekly
Cust0163,49.0,102774.0,Female,Bag,Accessories,994.92,New York,L,Black,Spring,3.0,No,Express,Yes,Yes,12.0,Debit Card,Monthly
Cust0164,24.0,39442.63,Male,Dress,Clothing,143.52,Miami,L,Red,Spring,4.0,No,Express,Yes,No,3.0,Credit Card,Fortnightly
Cust0165,39.0,67780.68,Male,Dress,Clothing,107.4,Los Angeles,S,Green,Winter,5.0,Yes,Same-Day,Yes,No,9.0,Paypal,Monthly
Cust0166,45.0,113983.25,Male,Shoes,Footwear,372.39,Houston,L,Red,Winter,5.0,No,Express,No,No,12.0,Debit Card,Monthly
Cust0167,19.0,24189.37,Female,Shirt,Clothing,42.1,Los Angeles,Xl,Green,Fall,5.0,Yes,Same-Day,No,No,2.0,Apple Pay,Monthly
Cust0168,59.0,82318.71,Male,Bag,Accessories,145.2,Chicago,Xl,Blue,Fall,5.0,Yes,Same-Day,Yes,No,10.0,Credit Card,Fortnightly
Cust0169,62.0,81862.03,Male,Jacket,Clothing,483.55,Los Angeles,S,Blue,Summer,5.0,No,Same-Day,No,Yes,9.0,Credit Card,Monthly
Cust0171,45.0,93153.33,Female,Dress,Clothing,430.57,Los Angeles,M,Yellow,Spring,5.0,No,Standard,Yes,No,9.0,Apple Pay,Fortnightly
Cust0172,45.0,53722.16,Female,Jacket,Clothing,110.8,Chicago,S,Blue,Spring,5.0,Yes,Standard,Yes,No,5.0,Debit Card,Weekly
Cust0173,61.0,88480.54,Female,Shoes,Unknown,315.42,Houston,S,White,Summer,5.0,No,Same-Day,No,Yes,13.0,Debit Card,Weekly
Cust0174,61.0,66301.96,Female,Pants,Clothing,148.88,Miami,M,Red,Spring,4.0,No,Standard,No,No,8.0,Google Pay,Weekly
Cust0175,37.0,64545.54,Male,Dress,Clothing,76.21,Chicago,Xl,Blue,Summer,5.0,No,Standard,Yes,No,6.0,Google Pay,Monthly
Cust0176,47.0,111225.23,Female,Dress,Clothing,392.66,Chicago,Xl,Red,Fall,5.0,Yes,Standard,No,No,11.0,Paypal,Weekly
Cust0177,28.0,44434.84,Male,Pants,Clothing,26.57,Houston,Xl,Red,Winter,5.0,No,Same-Day,Yes,Yes,3.0,Paypal,Fortnightly
Cust0178,45.0,49788.47,Male,Shirt,Clothing,63.0,Chicago,S,Yellow,Summer,4.0,Yes,Same-Day,Yes,Yes,8.0,Credit Card,Monthly
Cust0179,42.0,43867.42,Female,Jacket,Clothing,120.22,New York,S,Blue,Spring,5.0,Yes,Same-Day,Yes,No,6.0,Apple Pay,Monthly
Cust0181,50.0,52989.27,Female,Pants,Clothing,182.28,New York,L,Yellow,Fall,5.0,Yes,Express,Yes,No,11.0,Google Pay,Weekly
Cust0182,18.0,52547.94,Male,Dress,Clothing,44.7,Houston,Xl,Yellow,Spring,5.0,Yes,Standard,Yes,No,1.0,Credit Card,Weekly
Cust0185,58.0,74220.35,Female,Shirt,Clothing,63.24,Chicago,M,Blue,Summer,5.0,No,Same-Day,No,Yes,11.0,Credit Card,Fortnightly
Cust0186,20.0,34032.87,Female,Pants,Clothing,98.02,Houston,M,Blue,Fall,5.0,No,Standard,No,No,2.0,Credit Card,Monthly
Cust0187,56.0,59101.62,Female,Bag,Accessories,41.23,Chicago,S,Green,Spring,4.0,Yes,Standard,No,Yes,9.0,Debit Card,Fortnightly
Cust0188,23.0,38991.36,Male,Dress,Clothing,72.52,New York,L,Red,Fall,5.0,No,Express,Yes,Yes,1.0,Paypal,Monthly
Cust0189,25.0,54435.48,Male,Pants,Clothing,144.75,New York,Xl,Black,Fall,5.0,No,Express,Yes,No,4.0,Paypal,Fortnightly
